No. Race / Course,Course,Time,Race Name,Class,Distance (f),Prize,Going,Surface,Silk,Runner Count,Number,Horse,Age,Jockey,Trainer,Draw,Weight,ORI,Best,Bet365,William Hill,Coral,Betfred,Boyle Sports,Ladbrokes,,,RESULT,SP odd,,Form,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:20,John Price Memorial Chase Novices' Limited Handicap Chase (GBB Race),Class 3,16.5,"£7,922",Good,Turf,https://www.rp-assets.com/svg/1/0/1/95101.svg,5,1,Centara,7,Jay Tidball(5),Paul Nicholls,0,164,2.2,2.25,2.25,2.25,2.2,2.1,2.1,2.2,6-1111,,,,,,,,Adrie de Vries,1,23:25 | Kentucky Downs | Lady Ilze,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:20,John Price Memorial Chase Novices' Limited Handicap Chase (GBB Race),Class 3,16.5,"£7,922",Good,Turf,https://www.rp-assets.com/svg/c/3/4/59343c.svg,5,2,Ballywilliam Boy,10,Freddie Mitchell(5),Gary & Josh Moore,0,154,4.33,4.5,4.33,4.33,4.5,4.5,4.5,4.5,90-232,,,,,,,,Dylan Davis,1,22:38 | Saratoga | Ornellaia,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:20,John Price Memorial Chase Novices' Limited Handicap Chase (GBB Race),Class 3,16.5,"£7,922",Good,Turf,https://www.rp-assets.com/svg/c/5/7/336675c.svg,5,3,Got Grey,6,Tristan Durrell(3),Dan Skelton,0,149,6,8,8,8,8,7.5,7.5,8,926-41,,,,,,,,Luis Romero Rivera Jr,1,22:38 | Saratoga | Meringue,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:20,John Price Memorial Chase Novices' Limited Handicap Chase (GBB Race),Class 3,16.5,"£7,922",Good,Turf,https://www.rp-assets.com/svg/4/0/8/357804.svg,5,4,Obsessedwithyou,6,Gavin Sheehan,Jamie Snowden,0,145,7.5,,,,,,,,2-4113,,,,,,,,Reylu Gutierrez,1,22:38 | Saratoga | Rileytole,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:20,John Price Memorial Chase Novices' Limited Handicap Chase (GBB Race),Class 3,16.5,"£7,922",Good,Turf,https://www.rp-assets.com/svg/8/2/7/359728.svg,5,5,Breaking Cover,7,Sam Twiston-Davies,Anthony Honeyball,0,145,7.5,3.75,3.75,3.75,3.75,3.75,3.5,3.75,/4-113,,,,,,,,Emisael Jaramillo,1,22:38 | Saratoga | Mythical,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/9/8/5/332589.svg,9,1,Chillhi,5,Sean Bowen,James Owen,0,168,4.5,7,7,6.5,6,6,6,6,88-2P1,,,,,,,,Luan Machado,1,22:38 | Saratoga | Percy's Bar,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/0/7/2/237270.svg,9,2,Feel The Pinch,11,Charlie Price(3),Robbie Llewellyn,0,167,6.5,8,8,8,8,7.5,7.5,8,F49-12,,,,,,,,Jaime Rodriguez,1,22:38 | Saratoga | Sina,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/0/9/3/345390.svg,9,3,Juggernaut,6,Chad Bament(7),Anthony Honeyball,0,166,4.33,4,3.75,4,4,4,4,4,5731-3,,,,,,,,Jose Lezcano,1,22:38 | Saratoga | Steer Clear,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/1/7/6/212671.svg,9,4,Gore Point,5,Sam Twiston-Davies,Anthony Honeyball,0,164,5.5,6,6,6,6,6,6,6,0-1212,,,,,,,,Kendrick Carmouche,1,22:38 | Saratoga | Tommy Jo,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/3/6/0/230063.svg,9,5,Turpin Gold,9,Stan Sheppard,Tom Lacey,0,163,7.5,3.75,3.5,3.5,3.75,3.75,3.5,3.75,7/1152,,,,,,,,Edgard J Zayas,1,22:38 | Saratoga | Spirit Doll,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/5/6/9/235965.svg,9,6,Tuba,4,Danny Mullins,Richard John O'Brien,0,157,7.5,13,13,13,13,13,13,13,4U4,,,,,,,,Ricardo Santana Jr,1,22:38 | Saratoga | Day To Day,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/4/4/4/129444.svg,9,7,Jackson's Bay,4,Adam Wedge,Evan Williams,0,146,17,34,34,29,26,26,29,26,7545-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/4/3/4/265434.svg,9,8,Catboy,5,Jack Tudor,Christian Williams,0,144,34,17,17,17,17,17,17,17,-546P0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,15:55,Eoin Mullen Memorial Handicap Hurdle,Class 5,17,"£4,753",Good,Turf,https://www.rp-assets.com/svg/9/1/8/15819.svg,9,9,It's Life,3,Ben Godfrey,Kathy Turner,0,142,17,41,41,34,34,34,34,34,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/8/9/5/343598.svg,10,1,Feud,5,Danny Mullins,Richard John O'Brien,0,168,3.75,6.5,6.5,6,6,6,5.5,6,11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/6/8/4/178486.svg,10,2,Secret Trix,8,Sean Bowen,Olly Murphy,0,163,4.5,9.5,9,9.5,9,8,8.5,9,1P49-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/8/6/2/255268.svg,10,3,D Day Arvalenreeva,5,Jack Quinlan,Dominic Ffrench Davis,0,154,12,26,26,23,23,23,23,23,311-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/g/4/3/11234g.svg,10,NR,My Chiquita,6,NON-RUNNER,B F Brookhouse,0,153,N/A,,,,,,,,/421-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/e/8/8/295288e.svg,10,5,Luttrell Lad,9,Mrs Izzie Hill(7),Tom Lacey,0,152,11,5,5,4.5,5,5,5,5,174-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/c/0/2/124020c.svg,10,6,Mostly Sunny,6,Harry Atkins(7),Dan Skelton,0,149,7,5,5,5,5,5,5,5,12-444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/b/8/4/282648b.svg,10,NR,Al Sayah,5,NON-RUNNER,Neil Mulholland,0,149,N/A,,,,,,,,2-1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/2/7/7/352772.svg,10,8,Queens Venture,5,Tristan Durrell(3),Dan Skelton,0,147,6,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4P42-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/9/1/6/14619.svg,10,9,Balkardy,8,Isabel Williams,Evan Williams,0,142,13,15,15,15,15,13,13,15,7F45-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,16:30,Aubrey Loze Memorial Handicap Hurdle (GBB Race),Class 2,21.5,"£15,843",Good,Turf,https://www.rp-assets.com/svg/5/7/2/207275.svg,10,10,The Height Of Fame,8,Brendan Powell,Keiran Burke,0,142,6.5,5.5,5.5,5,5.5,5.5,5.5,5.5,4440-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,17:05,Newton Abbot On Course Bookmakers Novices' Handicap Chase,Class 5,26,"£5,281",Good,Turf,https://www.rp-assets.com/svg/8/2/4/359428.svg,5,1,My Girl Katie,8,Conor Ring,Grace Harris,0,168,2.5,3.25,3.25,3.25,3.25,3.25,3.25,3.25,114121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,17:05,Newton Abbot On Course Bookmakers Novices' Handicap Chase,Class 5,26,"£5,281",Good,Turf,https://www.rp-assets.com/svg/5/6/6/355665.svg,5,2,Unspeakable,7,Jack Tudor,Christian Williams,0,165,7,7,7,6.5,7,6.5,6.5,7,41-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,17:05,Newton Abbot On Course Bookmakers Novices' Handicap Chase,Class 5,26,"£5,281",Good,Turf,https://www.rp-assets.com/svg/7/8/0/17087.svg,5,3,Testflight,8,Tabitha Worsley(3),Sue Gardner,0,163,5.5,5,5,5,4.5,4.5,4.5,4.5,132212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,17:05,Newton Abbot On Course Bookmakers Novices' Handicap Chase,Class 5,26,"£5,281",Good,Turf,https://www.rp-assets.com/svg/5/2/1/350125.svg,5,4,Blackacre,6,Adam Wedge,Evan Williams,0,155,3.75,3.5,3.5,3,3.5,3.5,3.5,3.5,523-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Newton Abbot,17:05,Newton Abbot On Course Bookmakers Novices' Handicap Chase,Class 5,26,"£5,281",Good,Turf,https://www.rp-assets.com/svg/5/2/4/301425.svg,5,5,Mini Fortune,8,Mr James King(3),Thomas Faulkner,0,155,7,7,7,6.5,7,6.5,6.5,7,443-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/7/7/1/308177.svg,15,1,Galeron,5,Robert Havlin,Charles Hills,11,141,12,15,15,13,13,15,13,13,-50070,,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/8/9/6/357698.svg,15,2,Tarkhan,6,Saffie Osborne,Jamie Osborne,12,140,13,11,10,11,10,10,10,10,-90004,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/5/3/9/356935.svg,15,3,Kodi Lion,4,William Buick,Michael Appleby,4,137,4,3.75,3.5,3.5,3.5,3.75,3.5,3.5,221452,,9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/8/6/6/355668.svg,15,4,Ellaria Sand,3,Oisin Murphy,Ollie Sangster,10,135,13,11,11,11,11,11,11,11,51-498,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/6/6/5/341566.svg,15,5,God Of War,3,David Egan,Tom Clover,9,133,17,13,13,13,13,13,13,13,7-2054,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/4/0/7/317704.svg,15,6,Metabolt,6,Rossa Ryan,David Loughnane,15,131,17,17,17,17,17,17,17,17,1190-6,,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/0/6/8/182860.svg,15,7,Angel Hunter,3,Joe Leavy,Richard Hannon,13,130,17,,,,,,,,34313-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/9/5/8/56859.svg,15,NR,Walson's Law,4,,Eve Johnson Houghton,1,130,N/A,,,,,,,,6-1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/b/6/9/257296b.svg,15,9,Arctic Grey,3,Sean Levey,Richard Hannon,14,130,51,,,,,,,,12107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/0/0/7/100700.svg,15,10,Headmaster,3,Tom Marquand,William Haggas,8,127,4.33,4,3.75,4,4,4,4,4,2210,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/4/0/8/339804.svg,15,NR,Cavolo Nero,3,NON-RUNNER,James Ferguson,6,127,N/A,,,,,,,,122168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/7/4/1/328147.svg,15,12,Kindest Nation,4,Clifford Lee,Hugo Palmer,3,127,26,34,29,29,29,34,29,29,-30007,,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/9/6/2/343269.svg,15,13,Glenfinnan,5,Connor Beasley,Michael Dods,7,127,12,11,11,11,10,11,11,10,009007,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/6/7/6/309676.svg,15,14,Yokkell,6,Lewis Edmunds,Adrian Wintle,5,125,81,67,67,67,67,67,67,67,-14079,,11,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,13:50,Download The BetMGM App Handicap,Class 3,7,"£12,885",Soft,Turf,https://www.rp-assets.com/svg/1/8/7/14781.svg,15,15,Woroodd,3,Kieran Shoemark,Ed Walker,2,125,7.5,8.5,8,8,8,8.5,8,8,311,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/5/5/8/11855.svg,14,1,Spiritual,4,Robert Havlin,John & Thady Gosden,8,135,7.5,7.5,7,7.5,7,7.5,6.5,7,43-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/6/0/3/204306.svg,14,2,Bright Thunder,4,Sam James,K R Burke,10,132,15,7,6,7,6,6,6,6,-53213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/b/0/7/62870b.svg,14,3,Fair Point,4,Rossa Ryan,Ralph Beckett,7,132,15,19,17,19,17,19,17,17,120-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/2/1/1/342112.svg,14,4,Lady Of Spain,4,Ray Dawson,Roger Varian,14,132,17,21,17,21,17,17,17,17,1/111-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/8/2/4/159428.svg,14,5,Molten Rock,4,Clifford Lee,K R Burke,6,132,81,67,51,51,51,67,51,51,244-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/c/1/7/301671c.svg,14,6,Skellet,4,Hector Crouch,Ralph Beckett,4,132,12,12,12,12,12,12,12,12,8721-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/0/4/4/343440.svg,14,7,Alobayyah,3,Tom Marquand,William Haggas,5,126,7.5,15,15,13,15,15,13,15,1-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/3/0/0/176003.svg,14,8,American Gal,3,Kieran Shoemark,Ed Walker,12,126,15,15,15,15,13,13,12,13,1-3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/9/9/9/356999.svg,14,9,Betty Clover,3,Charles Bishop,Eve Johnson Houghton,3,126,41,26,23,26,23,23,23,23,-423P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/p/1/7/301671p.svg,14,10,Blue Bolt,3,Colin Keane,Andrew Balding,11,126,7,4.33,4,3.75,4,4.33,4,4,5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/5/0/1/16105.svg,14,11,Cajole,3,William Buick,John & Thady Gosden,1,126,8,9,8.5,8.5,8.5,9,8,8.5,412225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/b/4/3/252234b.svg,14,12,Cathedral,3,David Egan,Kevin Philippart De Foy,9,126,6,,,,,,,,12-442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/c/0/5/305850c.svg,14,13,Flight,3,Oisin Murphy,Ollie Sangster,13,126,10,9,8.5,9,8.5,9,8,8.5,33-268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,14:25,BetMGM Atalanta Stakes (Group 3) (Fillies & Mares),Class 1,8,"£48,204",Soft,Turf,https://www.rp-assets.com/svg/7/2/3/227327.svg,14,14,Hey Boo,3,George Bass,Jack Channon,2,126,23,34,34,34,34,34,29,34,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/0/8/9/329980.svg,14,1,Grey Cuban,4,Oisin Murphy,Hugo Palmer,10,142,23,15,13,13,15,13,12,15,-79210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/8/8/0/325088.svg,14,2,Jeff Koons,5,William Buick,Hamad Al Jehani,2,140,17,10,10,10,10,10,10,10,426832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/8/3/4/307438.svg,14,3,Savvy Victory,6,Colin Keane,S Woods,4,139,17,19,19,17,17,17,17,17,-40958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/4/5/5/318554.svg,14,4,Flight Leader,5,Saffie Osborne,Jamie Osborne,3,137,81,51,51,51,51,41,51,51,17-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/8/5/0/17058.svg,14,5,Flying Frontier,5,Clifford Lee,James Tate,8,133,19,19,19,19,17,17,17,17,801-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/4/1/7/334714.svg,14,6,Brioni,4,Rossa Ryan,Alan King,14,132,12,9,9,9,8,9,9,8,0-8819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/1/8/7/14781.svg,14,7,Saddadd,3,Ray Dawson,Roger Varian,6,131,3,4,4,4,3.75,4,3.75,3.75,1-321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/g/8/6/150668g.svg,14,8,Castle Cove,4,Tom Marquand,William Haggas,13,130,5.5,4.33,4.33,4.33,4.33,4.33,4.33,4.33,144-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/e/7/0/332407e.svg,14,9,Take Heart,5,Kieran Shoemark,David Menuisier,11,129,29,34,34,34,34,29,34,34,6-9660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/5/0/2/321205.svg,14,10,Alpha Crucis,5,David Egan,Gary & Josh Moore,12,129,10,15,15,13,15,15,13,15,14-820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/3/5/4/231453.svg,14,11,Theory Of Tides,4,Robert Havlin,John & Thady Gosden,7,128,34,,,,,,,,11000-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/4/3/1/304134.svg,14,12,Mustazeed,7,Daniel Muscutt,Harry Eustace,9,127,23,21,21,21,21,19,21,21,210-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/b/4/6/250764b.svg,14,13,Gaassee,7,Hector Crouch,Jack Morland,1,124,29,,,,,,,,424351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:00,Read Meg Nicholls' Blog At betmgm.co.uk Handicap,Class 2,10,"£23,193",Soft,Turf,https://www.rp-assets.com/svg/5/4/8/49845.svg,14,14,Dangerman,3,Kieran O'Neill,John & Thady Gosden,5,119,5.5,5.5,5.5,5,5,5.5,5.5,5,824011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:35,BetMGM Solario Stakes (Group 3),Class 1,7,"£36,862",Soft,Turf,https://www.rp-assets.com/svg/1/3/3/199331.svg,7,1,A Bit Of Spirit,2,Rossa Ryan,Clive Cox,1,129,7,4,4,4,4,3.75,4,4,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:35,BetMGM Solario Stakes (Group 3),Class 1,7,"£36,862",Soft,Turf,https://www.rp-assets.com/svg/1/9/7/2791.svg,7,2,He's Waliim,2,Clifford Lee,James Tate,2,129,5.5,6,6,6,6,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:35,BetMGM Solario Stakes (Group 3),Class 1,7,"£36,862",Soft,Turf,https://www.rp-assets.com/svg/8/8/0/325088.svg,7,3,Humidity,2,Oisin Murphy,Andrew Balding,3,129,3.75,3.75,3.75,3.5,3.5,3.75,3.75,3.5,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:35,BetMGM Solario Stakes (Group 3),Class 1,7,"£36,862",Soft,Turf,https://www.rp-assets.com/svg/6/5/7/359756.svg,7,4,Looka,2,Daniel Muscutt,Marco Botti,7,129,17,26,26,26,26,26,26,26,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sandown,15:35,BetMGM Solario Stakes (Group 3),Class 1,7,"£36,862",Soft,Turf,https://www.rp-assets.com/svg/7/4/3/349347.svg,7,5,Oceans Four,2,Joe Leavy,Brian Meehan,6,129,23,26,26,26,23,23,21,23,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
